"Munic�pio";"Popula��o_residente"
"261247 SANTA CRUZ DA BAIXA VERDE";12650
"261250 SANTA CRUZ DO CAPIBARIBE";109897
"261255 SANTA FILOMENA";14562
"261260 SANTA MARIA DA BOA VISTA";42100
"261270 SANTA MARIA DO CAMBUCA";14223
"261280 SANTA TEREZINHA";11865
"261290 SAO BENEDITO DO SUL";16069
"261300 SAO BENTO DO UNA";60042
"261310 SAO CAITANO";37368
"261320 SAO JOAO";22899
"261330 SAO JOAQUIM DO MONTE";21398
"261340 SAO JOSE DA COROA GRANDE";21586
"261350 SAO JOSE DO BELMONTE";34021
"261360 SAO JOSE DO EGITO";34056
"261370 SAO LOURENCO DA MATA";114079
"261380 SAO VICENTE FERRER";18085
"261390 SERRA TALHADA";86915
"261400 SERRITA";19196
"261410 SERTANIA";36050
"261420 SIRINHAEM";46361
"261430 MOREILANDIA";11270
"261440 SOLIDAO";6021
"261450 SURUBIM";65647
"261460 TABIRA";28704
"261470 TACAIMBO";12859
"261480 TACARATU";26106
"261485 TAMANDARE";23623
"261500 TAQUARITINGA DO NORTE";29127
"261510 TEREZINHA";7198
"261520 TERRA NOVA";10206
"261530 TIMBAUBA";52802
"261540 TORITAMA";46164
"261550 TRACUNHAEM";13813
"261560 TRINDADE";30816
"261570 TRIUNFO";15243
"261580 TUPANATINGA";27551
"261590 TUPARETAMA";8256
"261600 VENTUROSA";18661
"261610 VERDEJANTE";9553
"261618 VERTENTE DO LERIO";7571
"261620 VERTENTES";20954
"261630 VICENCIA";32772
"261640 VITORIA DE SANTO ANTAO";139583
"261650 XEXEU";14757
"270010 AGUA BRANCA";20230
"270020 ANADIA";17526
"270030 ARAPIRACA";233047
"270040 ATALAIA";47365
"270050 BARRA DE SANTO ANTONIO";16068
"270060 BARRA DE SAO MIGUEL";8378
"270070 BATALHA";18338
"270080 BELEM";4284
"270090 BELO MONTE";6710
"270100 BOCA DA MATA";27356
"270110 BRANQUINHA";10460
"270120 CACIMBINHAS";10889
"270130 CAJUEIRO";21331
"270135 CAMPESTRE";6954
"270140 CAMPO ALEGRE";57537
"270150 CAMPO GRANDE";9567
"270160 CANAPI";17719
"270170 CAPELA";16979
"270180 CARNEIROS";9492
"270190 CHA PRETA";7311
"270200 COITE DO NOIA";10643
"270210 COLONIA LEOPOLDINA";21818
"270220 COQUEIRO SECO";5864
"270230 CORURIPE";57294
"270235 CRAIBAS";24309
"270240 DELMIRO GOUVEIA";52262
"270250 DOIS RIACHOS";11067
"270255 ESTRELA DE ALAGOAS";18255
"270260 FEIRA GRANDE";22178
"270270 FELIZ DESERTO";4779
"270280 FLEXEIRAS";12807
"270290 GIRAU DO PONCIANO";41237
"270300 IBATEGUARA";15627
"270310 IGACI";25613
"270320 IGREJA NOVA";24586
"270330 INHAPI";18392
"270340 JACARE DOS HOMENS";5219
"270350 JACUIPE";7006
"270360 JAPARATINGA";8403
"270370 JARAMATAIA";5761
"270375 JEQUIA DA PRAIA";11536
"270380 JOAQUIM GOMES";24081
"270390 JUNDIA";4137
"270400 JUNQUEIRO";24722
"270410 LAGOA DA CANOA";17771
"270420 LIMOEIRO DE ANADIA";28771
"270430 MACEIO";1025360
"270440 MAJOR ISIDORO";19864
"270450 MARAGOGI";33032
"270460 MARAVILHA";9004
"270470 MARECHAL DEODORO";52380
"270480 MARIBONDO";13193
"270490 MAR VERMELHO";3494
"270500 MATA GRANDE";25207
"270510 MATRIZ DE CAMARAGIBE";24634
"270520 MESSIAS";18031
"270530 MINADOR DO NEGRAO";5322
"270540 MONTEIROPOLIS";7165
"270550 MURICI";28333
"270560 NOVO LINO";12764
"270570 OLHO D'AGUA DAS FLORES";21643
"270580 OLHO D'AGUA DO CASADO";9441
"270590 OLHO D'AGUA GRANDE";5128
"270600 OLIVENCA";11650
"270610 OURO BRANCO";11535
"270620 PALESTINA";5037
"270630 PALMEIRA DOS INDIOS";73337
"270640 PAO DE ACUCAR";24351
"270642 PARICONHA";10539
"270644 PARIPUEIRA";13332
"270650 PASSO DE CAMARAGIBE";15258
"270660 PAULO JACINTO";7560
"270670 PENEDO";63846
"270680 PIACABUCU";17848
"270690 PILAR";35212
"270700 PINDOBA";2905
"270710 PIRANHAS";25183
"270720 POCO DAS TRINCHEIRAS";14418
"270730 PORTO CALVO";27249
"270740 PORTO DE PEDRAS";7701
"270750 PORTO REAL DO COLEGIO";20112
"270760 QUEBRANGULO";11248
"270770 RIO LARGO";75394
"270780 ROTEIRO";6649
"270790 SANTA LUZIA DO NORTE";7320
"270800 SANTANA DO IPANEMA";47750
"270810 SANTANA DO MUNDAU";10687
"270820 SAO BRAS";6969
"270830 SAO JOSE DA LAJE";23996
"270840 SAO JOSE DA TAPERA";32320
"270850 SAO LUIS DO QUITUNDE";34692
"270860 SAO MIGUEL DOS CAMPOS";61797
"270870 SAO MIGUEL DOS MILAGRES";8013
"270880 SAO SEBASTIAO";34290
"270890 SATUBA";13936
"270895 SENADOR RUI PALMEIRA";13844
"270900 TANQUE D'ARCA";6138
"270910 TAQUARANA";20072
"270915 TEOTONIO VILELA";44372
"270920 TRAIPU";27826
"270930 UNIAO DOS PALMARES";65790
"270940 VICOSA";25693
"280010 AMPARO DE SAO FRANCISCO";2380
"280020 AQUIDABA";21681
"280030 ARACAJU";664908
"280040 ARAUA";9947
"280050 AREIA BRANCA";18686
"280060 BARRA DOS COQUEIROS";30930
"280067 BOQUIM";26899
"280070 BREJO GRANDE";8353
"280100 CAMPO DO BRITO";18218
"280110 CANHOBA";4006
"280120 CANINDE DE SAO FRANCISCO";30402
"280130 CAPELA";34514
"280140 CARIRA";22239
"280150 CARMOPOLIS";16937
"280160 CEDRO DE SAO JOAO";5913
"280170 CRISTINAPOLIS";18029
"280190 CUMBE";3998
"280200 DIVINA PASTORA";5215
"280210 ESTANCIA";69556
"280220 FEIRA NOVA";5601
"280230 FREI PAULO";15556
"280240 GARARU";11601
"280250 GENERAL MAYNARD";3384
"280260 GRACHO CARDOSO";5824
"280270 ILHA DAS FLORES";8521
"280280 INDIAROBA";18149
"280290 ITABAIANA";96142
"280300 ITABAIANINHA";42166
"280310 ITABI";4886
"280320 ITAPORANGA D'AJUDA";34709
"280330 JAPARATUBA";18907
"280340 JAPOATA";13429
"280350 LAGARTO";105221
"280360 LARANJEIRAS";30080
"280370 MACAMBIRA";6961
"280380 MALHADA DOS BOIS";3699
"280390 MALHADOR";12653
"280400 MARUIM";17271
"280410 MOITA BONITA";11348
"280420 MONTE ALEGRE DE SERGIPE";15175
"280430 MURIBECA";7639
"280440 NEOPOLIS";18703
"280445 NOSSA SENHORA APARECIDA";8809
"280450 NOSSA SENHORA DA GLORIA";37324
"280460 NOSSA SENHORA DAS DORES";26795
"280470 NOSSA SENHORA DE LOURDES";6496
"280480 NOSSA SENHORA DO SOCORRO";185706
"280490 PACATUBA";14540
"280500 PEDRA MOLE";3285
"280510 PEDRINHAS";9665
"280520 PINHAO";6627
"280530 PIRAMBU";9359
"280540 POCO REDONDO";35122
"280550 POCO VERDE";23867
"280560 PORTO DA FOLHA";28693
"280570 PROPRIA";29692
"280580 RIACHAO DO DANTAS";19809
"280590 RIACHUELO";10284
"280600 RIBEIROPOLIS";18773
"280610 ROSARIO DO CATETE";11008
"280620 SALGADO";20025
"280630 SANTA LUZIA DO ITANHY";14121
"280640 SANTANA DO SAO FRANCISCO";7844
"280650 SANTA ROSA DE LIMA";3923
"280660 SANTO AMARO DAS BROTAS";12151
"280670 SAO CRISTOVAO";91093
"280680 SAO DOMINGOS";11207
"280690 SAO FRANCISCO";3781
"280700 SAO MIGUEL DO ALEIXO";3947
"280710 SIMAO DIAS";40606
"280720 SIRIRI";8970
"280730 TELHA";3249
"280740 TOBIAS BARRETO";52530
"280750 TOMAR DO GERU";13535
"280760 UMBAUBA";25550
"290010 ABAIRA";8710
"290020 ABARE";20347
"290030 ACAJUTIBA";15187
"290035 ADUSTINA";17126
"290040 AGUA FRIA";17033
"290050 ERICO CARDOSO";10560
"290060 AIQUARA";4416
"290070 ALAGOINHAS";152327
"290080 ALCOBACA";22490
"290090 ALMADINA";5366
"290100 AMARGOSA";37441
"290110 AMELIA RODRIGUES";25048
"290115 AMERICA DOURADA";16090
"290120 ANAGE";21607
"290130 ANDARAI";13132
"290135 ANDORINHA";14503
"290140 ANGICAL";13938
"290150 ANGUERA";11297
"290160 ANTAS";19479
"290170 ANTONIO CARDOSO";11677
"290180 ANTONIO GONCALVES";11878
"290190 APORA";17788
"290195 APUAREMA";7302
"290200 ARACATU";13045
"290205 ARACAS";12208
"290210 ARACI";54648
"290220 ARAMARI";11461
"290225 ARATACA";10961
"290230 ARATUIPE";8837
"290240 AURELINO LEAL";11299
"290250 BAIANOPOLIS";13929
"290260 BAIXA GRANDE";20449
"290265 BANZAE";13240
"290270 BARRA";53910
"290280 BARRA DA ESTIVA";20392
"290290 BARRA DO CHOCA";31209
"290300 BARRA DO MENDES";13159
"290310 BARRA DO ROCHA";5612
"290320 BARREIRAS";156975
"290323 BARRO ALTO";15054
"290327 BARROCAS";16105
"290330 BARRO PRETO";5448
"290340 BELMONTE";23437
"290350 BELO CAMPO";17109
"290360 BIRITINGA";15984
"290370 BOA NOVA";12329
"290380 BOA VISTA DO TUPIM";18531
"290390 BOM JESUS DA LAPA";69662
"290395 BOM JESUS DA SERRA";9823
"290400 BONINAL";14446
"290405 BONITO";16884
"290410 BOQUIRA";21497
"290420 BOTUPORA";10129
"290430 BREJOES";14222
"290440 BREJOLANDIA";10618
"290450 BROTAS DE MACAUBAS";10804
"290460 BRUMADO";67335
"290470 BUERAREMA";18306
"290475 BURITIRAMA";21276
"290480 CAATIBA";6488
"290485 CABACEIRAS DO PARAGUACU";18911
"290490 CACHOEIRA";33567
"290500 CACULE";23291
"290510 CAEM";9058
"290515 CAETANOS";14608
"290520 CAETITE";51081
"290530 CAFARNAUM";18513
"290540 CAIRU";18427
"290550 CALDEIRAO GRANDE";13391
"290560 CAMACAN";32006
"290570 CAMACARI";304302
"290580 CAMAMU";35382
"290590 CAMPO ALEGRE DE LOURDES";28820
"290600 CAMPO FORMOSO";71487
"290610 CANAPOLIS";9703
"290620 CANARANA";26325
"290630 CANAVIEIRAS";30906
"290640 CANDEAL";8181
"290650 CANDEIAS";87458
"290660 CANDIBA";14368
"290670 CANDIDO SALES";25053
"290680 CANSANCAO";34882
"290682 CANUDOS";16753
"290685 CAPELA DO ALTO ALEGRE";11616
"290687 CAPIM GROSSO";30862
"290689 CARAIBAS";8801
"290690 CARAVELAS";22093
"290700 CARDEAL DA SILVA";9346
"290710 CARINHANHA";29070
"290720 CASA NOVA";72545
"290730 CASTRO ALVES";26318
"290740 CATOLANDIA";3599
"290750 CATU";54970
"290755 CATURAMA";9316
"290760 CENTRAL";17280
"290770 CHORROCHO";11200
"290780 CICERO DANTAS";32576
"290790 CIPO";17352
"290800 COARACI";16549
"290810 COCOS";18807
"290820 CONCEICAO DA FEIRA";22762
"290830 CONCEICAO DO ALMEIDA";17165
"290840 CONCEICAO DO COITE";67013
"290850 CONCEICAO DO JACUIPE";33398
"290860 CONDE";26035
"290870 CONDEUBA";17178
"290880 CONTENDAS DO SINCORA";4045
"290890 CORACAO DE MARIA";22495
"290900 CORDEIROS";8642
"290910 CORIBE";14149
"290920 CORONEL JOAO SA";15717
"290930 CORRENTINA";32191
"290940 COTEGIPE";13769
"290950 CRAVOLANDIA";5351
"290960 CRISOPOLIS";21163
"290970 CRISTOPOLIS";13947
"290980 CRUZ DAS ALMAS";63591
"290990 CURACA";34886
"291000 DARIO MEIRA";10525
"291005 DIAS D'AVILA";82432
"291010 DOM BASILIO";12240
"291020 DOM MACEDO COSTA";4065
"291030 ELISIO MEDRADO";8126
"291040 ENCRUZILHADA";16446
"291050 ENTRE RIOS";41901
"291060 ESPLANADA";37578
"291070 EUCLIDES DA CUNHA";60858
"291072 EUNAPOLIS";114396
"291075 FATIMA";17845
"291077 FEIRA DA MATA";5661
"291080 FEIRA DE SANTANA";619609
"291085 FILADELFIA";16345
"291090 FIRMINO ALVES";5629
"291100 FLORESTA AZUL";10575
"291110 FORMOSA DO RIO PRETO";25857
"291120 GANDU";32596
"291125 GAVIAO";4440
"291130 GENTIO DO OURO";11259
"291140 GLORIA";15234
"291150 GONGOGI";6985
"291160 GOVERNADOR MANGABEIRA";20762
"291165 GUAJERU";6646
"291170 GUANAMBI";84928
"291180 GUARATINGA";20700
"291185 HELIOPOLIS";12987
"291190 IACU";24121
"291200 IBIASSUCE";9031
"291210 IBICARAI";21378
"291220 IBICOARA";19786
"291230 IBICUI";16230
"291240 IBIPEBA";18319
"291250 IBIPITANGA";14947
"291260 IBIQUERA";4046
"291270 IBIRAPITANGA";23404
"291280 IBIRAPUA";8690
"291290 IBIRATAIA";14882
"291300 IBITIARA";16403
"291310 IBITITA";17080
"291320 IBOTIRAMA";27003
"291330 ICHU";6220
"291340 IGAPORA";15650
"291345 IGRAPIUNA";13091
"291350 IGUAI";26963
"291360 ILHEUS";159923
"291370 INHAMBUPE";40333
"291380 IPECAETA";14354
"291390 IPIAU";45922
"291400 IPIRA";59435
"291410 IPUPIARA";9911
"291420 IRAJUBA";7279
"291430 IRAMAIA";8197
"291440 IRAQUARA";25478
"291450 IRARA";29173
"291460 IRECE";73524
"291465 ITABELA";30747
"291470 ITABERABA";64646
"291480 ITABUNA";213685
"291490 ITACARE";28684
"291500 ITAETE";16110
"291510 ITAGI";12242
"291520 ITAGIBA";14452
"291530 ITAGIMIRIM";6825
"291535 ITAGUACU DA BAHIA";14542
"291540 ITAJU DO COLONIA";6596
"291550 ITAJUIPE";20398
"291560 ITAMARAJU";64455
"291570 ITAMARI";8003
"291580 ITAMBE";22754
"291590 ITANAGRA";6436
"291600 ITANHEM";19316
"291610 ITAPARICA";22337
"291620 ITAPE";8526
"291630 ITAPEBI";10215
"291640 ITAPETINGA";76795
"291650 ITAPICURU";35883
"291660 ITAPITANGA";10298
"291670 ITAQUARA";8347
"291680 ITARANTIM";19843
"291685 ITATIM";14539
"291690 ITIRUCU";12528
"291700 ITIUBA";36116
"291710 ITORORO";20388
"291720 ITUACU";19030
"291730 ITUBERA";28740
"291733 IUIU";11016
"291735 JABORANDI";8277
"291740 JACARACI";14850
"291750 JACOBINA";80635
"291760 JAGUAQUARA";54673
"291770 JAGUARARI";33746
"291780 JAGUARIPE";18981
"291790 JANDAIRA";10726
"291800 JEQUIE";156126
"291810 JEREMOABO";40651
"291820 JIQUIRICA";14557
"291830 JITAUNA";10808
"291835 JOAO DOURADO";25402
"291840 JUAZEIRO";218162
"291845 JUCURUCU";8988
"291850 JUSSARA";15262
"291855 JUSSARI";5768
"291860 JUSSIAPE";5976
"291870 LAFAIETE COUTINHO";3693
"291875 LAGOA REAL";15770
"291880 LAJE";24032
"291890 LAJEDAO";3975
"291900 LAJEDINHO";3758
"291905 LAJEDO DO TABOCAL";8577
"291910 LAMARAO";8191
"291915 LAPAO";27274
"291920 LAURO DE FREITAS";201635
"291930 LENCOIS";11499
"291940 LICINIO DE ALMEIDA";12373
"291950 LIVRAMENTO DE NOSSA SENHORA";46062
"291955 LUIS EDUARDO MAGALHAES";90162
"291960 MACAJUBA";11332
"291970 MACARANI";18909
"291980 MACAUBAS";50161
"291990 MACURURE";7787
"291992 MADRE DE DEUS";21432
"291995 MAETINGA";2764
"292000 MAIQUINIQUE";10206
"292010 MAIRI";18602
"292020 MALHADA";16861
"292030 MALHADA DE PEDRAS";8359
"292040 MANOEL VITORINO";13087
"292045 MANSIDAO";13734
"292050 MARACAS";20393
"292060 MARAGOGIPE";44793
"292070 MARAU";20617
"292080 MARCIONILIO SOUZA";10380
"292090 MASCOTE";13717
"292100 MATA DE SAO JOAO";47126
"292105 MATINA";12283
"292110 MEDEIROS NETO";22716
"292120 MIGUEL CALMON";25894
"292130 MILAGRES";10893
"292140 MIRANGABA";18474
"292145 MIRANTE";8447
"292150 MONTE SANTO";49278
"292160 MORPARA";8497
"292170 MORRO DO CHAPEU";35440
"292180 MORTUGABA";12052
"292190 MUCUGE";8889
"292200 MUCURI";42251
"292205 MULUNGU DO MORRO";10673
"292210 MUNDO NOVO";26970
"292220 MUNIZ FERREIRA";7443
"292225 MUQUEM DE SAO FRANCISCO";11417
"292230 MURITIBA";29410
"292240 MUTUIPE";22282
"292250 NAZARE";28594
"292260 NILO PECANHA";14079
"292265 NORDESTINA";13164
"292270 NOVA CANAA";16472
"292273 NOVA FATIMA";7821
"292275 NOVA IBIA";6554
"292280 NOVA ITARANA";8279
"292285 NOVA REDENCAO";9123
"292290 NOVA SOURE";26998
"292300 NOVA VICOSA";43783
"292303 NOVO HORIZONTE";12522
"292305 NOVO TRIUNFO";15443
"292310 OLINDINA";28304
"292320 OLIVEIRA DOS BREJINHOS";21810
"292330 OURICANGAS";8570
"292335 OUROLANDIA";17511
"292340 PALMAS DE MONTE ALTO";21796
"292350 PALMEIRAS";9071
"292360 PARAMIRIM";21695
"292370 PARATINGA";32141
"292380 PARIPIRANGA";29058
"292390 PAU BRASIL";9686
"292400 PAULO AFONSO";118516
"292405 PE DE SERRA";13556
"292410 PEDRAO";7394
"292420 PEDRO ALEXANDRE";16682
"292430 PIATA";16984
"292440 PILAO ARCADO";35175
"292450 PINDAI";16285
"292460 PINDOBACU";20098
"292465 PINTADAS";10394
"292467 PIRAI DO NORTE";10036
"292470 PIRIPA";10475
"292480 PIRITIBA";24964
"292490 PLANALTINO";9370
"292500 PLANALTO";26426
"292510 POCOES";46879
"292520 POJUCA";39972
"292525 PONTO NOVO";14819
"292530 PORTO SEGURO";150658
"292540 POTIRAGUA";6916
"292550 PRADO";28194
"292560 PRESIDENTE DUTRA";15160
"292570 PRESIDENTE JANIO QUADROS";12179
"292575 PRESIDENTE TANCREDO NEVES";28004
"292580 QUEIMADAS";25433
"292590 QUIJINGUE";27626
"292593 QUIXABEIRA";8956
"292595 RAFAEL JAMBEIRO";22633
"292600 REMANSO";41170
"292610 RETIROLANDIA";14495
"292620 RIACHAO DAS NEVES";22334
"292630 RIACHAO DO JACUIPE";33468
"292640 RIACHO DE SANTANA";35593
"292650 RIBEIRA DO AMPARO";14612
"292660 RIBEIRA DO POMBAL";53956
"292665 RIBEIRAO DO LARGO";5343
"292670 RIO DE CONTAS";12932
"292680 RIO DO ANTONIO";15448
"292690 RIO DO PIRES";11663
"292700 RIO REAL";40976
"292710 RODELAS";9442
"292720 RUY BARBOSA";30857
"292730 SALINAS DA MARGARIDA";15862
"292740 SALVADOR";2886698
"292750 SANTA BARBARA";20883
"292760 SANTA BRIGIDA";14063
"292770 SANTA CRUZ CABRALIA";27922
"292780 SANTA CRUZ DA VITORIA";6278
"292790 SANTA INES";10606
"292800 SANTALUZ";37531
"292805 SANTA LUZIA";12449
"292810 SANTA MARIA DA VITORIA";39775
"292820 SANTANA";26705
"292830 SANTANOPOLIS";8966
"292840 SANTA RITA DE CASSIA";28481
"292850 SANTA TERESINHA";10464
"292860 SANTO AMARO";60131
"292870 SANTO ANTONIO DE JESUS";102380
"292880 SANTO ESTEVAO";53269
"292890 SAO DESIDERIO";34266
"292895 SAO DOMINGOS";9072
"292900 SAO FELIX";14762
"292905 SAO FELIX DO CORIBE";15468
"292910 SAO FELIPE";21080
"292920 SAO FRANCISCO DO CONDE";40245
"292925 SAO GABRIEL";18789
"292930 SAO GONCALO DOS CAMPOS";37942
"292935 SAO JOSE DA VITORIA";5608
"292937 SAO JOSE DO JACUIPE";10505
"292940 SAO MIGUEL DAS MATAS";11704
"292950 SAO SEBASTIAO DO PASSE";44430
"292960 SAPEACU";17409
"292970 SATIRO DIAS";17302
"292975 SAUBARA";12105
"292980 SAUDE";12943
"292990 SEABRA";44234
"293000 SEBASTIAO LARANJEIRAS";11512
"293010 SENHOR DO BONFIM";79424
"293015 SERRA DO RAMALHO";31416
"293020 SENTO SE";40989
"293030 SERRA DOURADA";17321
"293040 SERRA PRETA";14699
"293050 SERRINHA";81286
"293060 SERROLANDIA";13446
"293070 SIMOES FILHO";135783
"293075 SITIO DO MATO";13059
"293076 SITIO DO QUINTO";9701
"293077 SOBRADINHO";23233
"293080 SOUTO SOARES";17050
"293090 TABOCAS DO BREJO VELHO";12516
"293100 TANHACU";20393
"293105 TANQUE NOVO";17443
"293110 TANQUINHO";7928
"293120 TAPEROA";21253
"293130 TAPIRAMUTA";16974
"293135 TEIXEIRA DE FREITAS";162438
"293140 TEODORO SAMPAIO";7359
"293150 TEOFILANDIA";22555
"293160 TEOLANDIA";15022
"293170 TERRA NOVA";13025
"293180 TREMEDAL";16189
"293190 TUCANO";50798
"293200 UAUA";24113
"293210 UBAIRA";19877
"293220 UBAITABA";18847
"293230 UBATA";27263
"293240 UIBAI";13891
"293245 UMBURANAS";19402
"293250 UNA";18544
"293260 URANDI";16665
"293270 URUCUCA";20413
"293280 UTINGA";19256
"293290 VALENCA";97233
"293300 VALENTE";28800
"293305 VARZEA DA ROCA";14121
"293310 VARZEA DO POCO";9210
"293315 VARZEA NOVA";12625
"293317 VARZEDO";8785
"293320 VERA CRUZ";43716
"293325 VEREDA";6153
"293330 VITORIA DA CONQUISTA";341128
"293340 WAGNER";9344
"293345 WANDERLEY";12180
"293350 WENCESLAU GUIMARAES";20978
"293360 XIQUE-XIQUE";46523
"310010 ABADIA DOS DOURADOS";7006
"310020 ABAETE";23250
"310030 ABRE CAMPO";13444
"310040 ACAIACA";3994
"310050 ACUCENA";9368
"310060 AGUA BOA";13523
"310070 AGUA COMPRIDA";1992
"310080 AGUANIL";4522
"310090 AGUAS FORMOSAS";19247
"310100 AGUAS VERMELHAS";13599
"310110 AIMORES";25141
"310120 AIURUOCA";5976
"310130 ALAGOA";2665
"310140 ALBERTINA";3011
"310150 ALEM PARAIBA";35401
"310160 ALFENAS";80494
"310163 ALFREDO VASCONCELOS";6981
"310170 ALMENARA";42143
"310180 ALPERCATA";7436
"310190 ALPINOPOLIS";19958
"310200 ALTEROSA";14517
"310205 ALTO CAPARAO";5894
"310210 ALTO RIO DOCE";10859
"310220 ALVARENGA";3844
"310230 ALVINOPOLIS";15169
"310240 ALVORADA DE MINAS";3605
"310250 AMPARO DO SERRA";4678
"310260 ANDRADAS";41396
"310270 CACHOEIRA DE PAJEU";9442
"310280 ANDRELANDIA";12206
"310285 ANGELANDIA";8557
"310290 ANTONIO CARLOS";11459
"310300 ANTONIO DIAS";9275
"310310 ANTONIO PRADO DE MINAS";1587
"310320 ARACAI";2354
"310330 ARACITABA";2059
"310340 ARACUAI";36712
"310350 ARAGUARI";117825
"310360 ARANTINA";2787
"310370 ARAPONGA";8453
"310375 ARAPORA";6931
"310380 ARAPUA";2835
"310390 ARAUJOS";9401
"310400 ARAXA";107337
"310410 ARCEBURGO";10883
"310420 ARCOS";40380
"310430 AREADO";15181
"310440 ARGIRITA";2704
"310445 ARICANDUVA";5269
"310450 ARINOS";17862
"310460 ASTOLFO DUTRA";14270
"310470 ATALEIA";12678
"310480 AUGUSTO DE LIMA";4851
"310490 BAEPENDI";19199
"310500 BALDIM";7803
"310510 BAMBUI";23898
"310520 BANDEIRA";4766
"310530 BANDEIRA DO SUL";5778
"310540 BARAO DE COCAIS";32866
"310550 BARAO DE MONTE ALTO";5354
"310560 BARBACENA";138204
"310570 BARRA LONGA";5015
"310590 BARROSO";20897
"310600 BELA VISTA DE MINAS";10262
"310610 BELMIRO BRAGA";3425
"310620 BELO HORIZONTE";2521564
"310630 BELO ORIENTE";26994
"310640 BELO VALE";7719
"310650 BERILO";11872
"310660 BERTOPOLIS";4607
"310665 BERIZAL";4764
"310670 BETIM";444784
"310680 BIAS FORTES";3329
"310690 BICAS";14554
"310700 BIQUINHAS";2498
"310710 BOA ESPERANCA";40219
"310720 BOCAINA DE MINAS";5089
"310730 BOCAIUVA";50256
"310740 BOM DESPACHO";51028
"310750 BOM JARDIM DE MINAS";6459
"310760 BOM JESUS DA PENHA";4244
"310770 BOM JESUS DO AMPARO";6133
"310780 BOM JESUS DO GALHO";14862
"310790 BOM REPOUSO";10537
"310800 BOM SUCESSO";17607
"310810 BONFIM";6860
"310820 BONFINOPOLIS DE MINAS";5444
"310825 BONITO DE MINAS";11369
"310830 BORDA DA MATA";19614
"310840 BOTELHOS";14949
"310850 BOTUMIRIM";6288
"310855 BRASILANDIA DE MINAS";16748
"310860 BRASILIA DE MINAS";32405
"310870 BRAS PIRES";4293
"310880 BRAUNAS";4769
"310890 BRAZOPOLIS";14410
"310900 BRUMADINHO";40666
"310910 BUENO BRANDAO";10991
"310920 BUENOPOLIS";10353
"310925 BUGRE";3983
"310930 BURITIS";25013
"310940 BURITIZEIRO";28121
"310945 CABECEIRA GRANDE";6988
"310950 CABO VERDE";14075
"310960 CACHOEIRA DA PRATA";3591
"310970 CACHOEIRA DE MINAS";11579
"310980 CACHOEIRA DOURADA";2706
"310990 CAETANOPOLIS";11749
"311000 CAETE";45047
"311010 CAIANA";5541
"311020 CAJURI";3974
"311030 CALDAS";14541
"311040 CAMACHO";2869
"311050 CAMANDUCAIA";21801
"311060 CAMBUI";29814
"311070 CAMBUQUIRA";12812
"311080 CAMPANARIO";3730
"311090 CAMPANHA";16762
"311100 CAMPESTRE";21054
"311110 CAMPINA VERDE";19752
"311115 CAMPO AZUL";3824
"311120 CAMPO BELO";54186
"311130 CAMPO DO MEIO";11651
"311140 CAMPO FLORIDO";8269
"311150 CAMPOS ALTOS";15563
"311160 CAMPOS GERAIS";28842
"311170 CANAA";4548
"311180 CANAPOLIS";12201
"311190 CANA VERDE";5594
"311200 CANDEIAS";14888
"311205 CANTAGALO";4551
"311210 CAPARAO";5451
"311220 CAPELA NOVA";4634
"311230 CAPELINHA";38057
"311240 CAPETINGA";6890
"311250 CAPIM BRANCO";9826
"311260 CAPINOPOLIS";16234
"311265 CAPITAO ANDRADE";5514
"311270 CAPITAO ENEAS";15313
"311280 CAPITOLIO";8663
"311290 CAPUTIRA";9308
"311300 CARAI";23780
"311310 CARANAIBA";3166
"311320 CARANDAI";25669
"311330 CARANGOLA";33011
"311340 CARATINGA";92603
"311350 CARBONITA";9414
"311360 CAREACU";6792
"311370 CARLOS CHAGAS";18674
"311380 CARMESIA";2646
"311390 CARMO DA CACHOEIRA";12182
"311400 CARMO DA MATA";11511
"311410 CARMO DE MINAS";14947
"311420 CARMO DO CAJURU";22693
"311430 CARMO DO PARANAIBA";30334
"311440 CARMO DO RIO CLARO";21268
"311450 CARMOPOLIS DE MINAS";19559
"311455 CARNEIRINHO";10066
"311460 CARRANCAS";4049
"311470 CARVALHOPOLIS";3597
"311480 CARVALHOS";4461
"311490 CASA GRANDE";2254
"311500 CASCALHO RICO";3092
"311510 CASSIA";17740
"311520 CONCEICAO DA BARRA DE MINAS";3946
"311530 CATAGUASES";75540
"311535 CATAS ALTAS";5421
"311540 CATAS ALTAS DA NORUEGA";3653
"311545 CATUJI";6257
"311547 CATUTI";4965
"311550 CAXAMBU";21610
"311560 CEDRO DO ABAETE";1157
"311570 CENTRAL DE MINAS";7046
"311580 CENTRALINA";10346
"311590 CHACARA";3186
"311600 CHALE";5699
"311610 CHAPADA DO NORTE";15345
"311615 CHAPADA GAUCHA";13953
"311620 CHIADOR";2671
"311630 CIPOTANEA";6799
"311640 CLARAVAL";4853
"311650 CLARO DOS POCOES";7514
"311660 CLAUDIO";28859
"311670 COIMBRA";7594
"311680 COLUNA";8841
"311690 COMENDADOR GOMES";3120
"311700 COMERCINHO";6774
"311710 CONCEICAO DA APARECIDA";10322
"311720 CONCEICAO DAS PEDRAS";2813
"311730 CONCEICAO DAS ALAGOAS";28346
"311740 CONCEICAO DE IPANEMA";4578
"311750 CONCEICAO DO MATO DENTRO";17503
"311760 CONCEICAO DO PARA";5533
